Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
Humsafar Kitchen,Indian,NA,200,Sadar,Sadar,"BHIRAMJI TOWAN NAGPUR , Zone no.10 Magalwari , Nagpur (Urban) , nagpur, Maharashtra-440013",False,0
The Brewed Leaf,"Chinese,Lebanese",NA,500,Dharampeth,Dharampeth,"Vimal Bhaskar Apartments, LIT Rd, Gokulpeth, Nagpur, Maharashtra 440010, India",False,0
Logg Sabha Tea And Cafe,"Beverages,Street Food,Snacks",NA,200,Nandanvan,Nandanvan,"PLOT NO 446, HOUSE NO 1021, ANAND  NAGAR, NAGPUR, Zone no.3 - Neharunagar, Nagpur (Urban), Nagpur,  Maharashtra - 440024",False,0
Spicy Fast Food,"Tandoor,Biryani,North Indian,Chinese,Indian,Street Food",3.9,200,Ravi Nagar,Bharat Nagar,Shop No1  bharat nagar amravati road Nagpur,False,0
Pankaj Chat Center,"Street Food,Indian,Chaat",4.3,100,Dharampeth,Dharampeth,"ABHYANKAR NAGAR ROAD ABHYANKAR NAGAR NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA, 440010",True,0
Grey Hills Restaurant,"North Indian,Chinese,Biryani",NA,400,Ramdaspeth,Bajaj Nagar,"Plot 43, Universal Tower, Central Bazaar Road, Bajaj Nagar, Nagpur",False,0
Drazic Pizza,"Indian,Snacks,Italian,Tandoor,Continental,Pizzas,Chinese",NA,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
Domeniwz's,"Pizzas,Beverages",NA,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
Desi Grill,"North Indian,Biryani,Chinese,Mughlai,Desserts,Beverages",3.7,250,C A Road,Nandanvan,"493-494, Nehru Nagar, Nandanvan Main Road, Nandanvan, Nagpur",False,0
4 AMIGOS CAFE,"Fast Food,Pizzas,Beverages,Chinese",NA,400,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 218, SOUTH AMBAZARI ROAD,  NEAR VIJAYA BANK, BAJAJ NAGAR,  NAGPUR, Zone no.5-Hanumannagar,  Nagpur urban, Nagpur-1, Maharashtra -  440010",False,0
Hungry Puttar,"North Indian,Biryani,Desserts,Tandoor,Fast Food,Indian",NA,200,Dharampeth,Dharampeth,"103,First floor, Plot No.8, Abhinav Sankul, Bajaj Nagar, Nagpur",False,0
Shri Ratlam Namkin,"North Indian,Fast Food,Chinese",4.1,250,C A Road,Ayodhya Nagar,Tiranga Chowk Near Sangam Talkies  Nandanvan  Nagpur,True,0
YARI DOSTI PIZZA CAFE,"Pizzas,Fast Food,Snacks",NA,150,Nandanvan,Nandanvan,SHOP NO 3-446 ANAND NAGAR TIRANGA SQUARE ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440009,True,0
Burgershah's,"Fast Food,Snacks,Beverages",NA,150,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
DIVYANI MAHILA BACHAT GAT,Indian,NA,300,Gandhibagh,Gandhibagh,"KAMGAR NAGAR, NAIK TALAV, BANG LADESH, NAGPUR, Zone no.6-Gandhibag, Nagpur urban, Nagpur-1, Maharashtra - 440002",False,0
Jumpin Spice,"Italian-American,Fast Food,Snacks,Beverages",NA,250,Nandanvan,Nandanvan,"C/o. Suresh Bisanji Khanorkar, Plot No.  446, House No. 1021, Shop No. 01, Anand  Nagar, Sangam Talkies Square, Nagpur ,  Zone no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440024",False,0
Ajanta restaurant,"North Indian,Snacks,Kebabs",NA,600,Nandanvan,Nandanvan,"176/8, Central Ave, Chapru Nagar, Bagadganj, Nagpur, Maharashtra 440008, India",False,0
Pahunchar The Family Restaurant,"North Indian,Chinese,Biryani,Mughlai",4.2,300,Nandanvan,Nandanvan,"40024, Guru Dev Nagar, Bapu Nagar, Nandanvan, Nagpur",False,0
SHRI SAI SOUTH INDIES TIFFIN HOUSE,South Indian,NA,100,Nandanvan,Nandanvan,"SHOP NO 1, MAA UMA CO. OP HOUSING SOCIETY, LAKADGANJ, NAGPUR, NAGPUR.-440008",True,0
SMALL TOWN CAFE,Pizzas,NA,200,Tiranga,Tiranga square,"H No. 136/C/11, shop no 9, Ram appartment, Tiranga",False,0
The Blend Story,"Beverages,Pizzas,Indian,Snacks",NA,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
Creamland Thickshakes,"Beverages,Pizzas",1.6,200,Dharampeth,Dharampeth,"C/O. WAMAN U PAPADKAR, 189 RAM NAGAR, PLOE NO. 506 C, NAGPUR, Zone no.2 -Dharampeth, Nagpur urban,Nagpur-1, Maharashtra - 440010",False,0
THE CAKE WAY,Bakery,NA,350,Nandanvan,Nandanvan,TIRANGA CHOWK OPPOSITE MAMTA CAR BAAZAR AZAMSHAH LAYOUT NAGPUR ZONE NO 3 NEHARUNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
SWINGO CAFE & RESTAURANT,"North Indian,Chinese",NA,400,Sadar,Sadar,SHOP NO 43/44 GINGER MALL UPPER GROUND FLOOR ZONE NO 10 MANGALWARI NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
THAPA KITCHEN,"Pizzas,Fast Food,Chinese",NA,200,Ayodhya Nagar,Ayodhya Nagar,"QUARTER NO.94/1 SOMWARI QUATER NAGPUR , Zone no.5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra- 440009",False,0
Yummy Roasters,"Lebanese,Arabian",NA,200,Nandanvan,Nandanvan,"Tiranga Square,  Sakkardara,Nagpur, Nagpur urban,  Nagpur-1, , Maharashtra, 440024",False,0
Bagelo Escobar,"Mexican,Pizzas",3.8,200,Bajaj Nagar,Dharampeth,"Plot No.44 VNIT Road , BAjaj Nagar nagpur -440010",False,0
EL Aroma Cafe,Pizzas,NA,250,nandanvan,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
VFC (Vidarbha Fried Chicken),Indian,NA,250,Mahal,Nandanvan,"388,Old Bagadganj,Near N.I.T Hall,Nagpur, District - Nagpur-1, STATE - Maharashtra-440008",False,0
Sandwich Centre,"Pizzas,Beverages",4.2,400,Ayodhya Nagar,Ayodhya Nagar,"Plot 96, Dattatray Nagar, Near Sarveshwar Mandir, Behind Sakkardara Telephone Exchange, Ayodhya Nagar, Nagpur",True,0
New RPS Fast Food,Fast Food,4.0,200,Chatrapati Nagar,Chatrapati Nagar,"Near chhatrapati Hall, Ring road, Chatrapati Nagar Nagpur 440015",False,0
ProNutriZone,"Healthy Food,Salads,Snacks,Keto,Beverages",4.1,250,Abhyankar Nagar,Wardha Road,"SHOP NO. 1, WASUDEO SAHNIWAS, PLOT NO. 4, ABHANKAR NAGAR, ADJACENT ABHANKAR NAGAR, NAGPUR, Zone no.5-Hanumannagar, Nagpur urban, Nagpur-1, Maharashtra, 440010",True,0
CAKE N BAKE,"Bakery,Desserts",NA,2,Nandanvan,Nandanvan,"Kdk College Rd, Nandanvan Nagpur - 440009",True,0
Chinese junction,"Chinese,Snacks",NA,200,Ayodhya Nagar,Ayodhya Nagar,"4/63, Raghuji Nagar, Nagpur, Maharashtra 440024, India",False,0
Durga Mishthan Bhandar,Desserts,NA,400,Ayodhya Nagar,Ayodhya Nagar,"Sharda Chowk, Near Smruti Hall, Ayodhya Nagar, Nagpur",True,0
CHILL HOUSE CAFE,"Fast Food,Snacks,Beverages",NA,300,Ayodhya Nagar,Ayodhya Nagar,SHOP NO 04 VAISHNAVI APPARTMANRT AURVEDIC LAYOUT NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,0
chatar patar street,"Chinese,Pizzas,Snacks",NA,200,Nandanvan,Nandanvan,"KIRTI COMPLEX NO.7 , 131 NANDANWAN LAYOUT , NAGPUR -440009,MAHARASHTRA , INDIA Zone no.3 - neharunagar , Nagpur urban , Nagpur -1 Maharashtra - 440009",True,0
Indian Roti,"North Indian,Fast Food,Chinese",4.5,250,Indora Chowk,Nit Garden,"Plot no. 1003, Near Buddha Park, Buddha Nagar, Nagpur",True,0
Sandwich Factory,"Fast Food,Snacks,Pizzas,Beverages,Street Food,Italian",3.8,200,Gokulpeth,Bajaj Nagar,Ho No 1367/85 Ujwal co op society bajiprabhu nagar Nagpur 440010,False,0
MJ'S SOYA CHAAP CORNER,"Indian,Snacks",3.9,260,Wardhaman Nagar,Wardhaman Nagar,"Shop No. 3, Wing No. 3, Ambedkar Chowk, CA Road, Nagpur, Nagpur (Urban), Nagpur, Maharashtra-440008",True,0
Chicago Pizza Lounge,Pizzas,5.0,350,Bajaj Nagar,Bajaj Nagar,"Admaark Junxion, Ground Floor, Plot No. 275, WHC Road, Laxmi Nagar, Nagpur (Urban), Nagpur, Maharashtra-440022",False,0
Badshah Biryani,"Biryani,Indian,North Indian,Mughlai",3.8,200,Gokulpeth,Dharampeth,"H. NO, 1367/85 UJJWAL CO-OP HOUSING SOCIETY BAJI PRABHU NAGAR RAM NAGAR , NAGPUR, 440010",False,0
7 Days Pure Veg Restaurant,"North Indian,South Indian,Chinese,Street Food,Beverages",3.7,300,Janta Chowk,Jaripatka,"Near Dayanand Park, Jaripatka, Nagpur",False,0
Annapurna Sweets & Namkeen,"Sweets,Street Food,Bakery",4.2,300,Nandanvan,CA road,"Ambedkar chawk, CA road",False,0
HUNGRY DRAGON,"Chinese,Beverages",NA,200,Bajaj Nagar,Bajaj Nagar,"NESCAFE HOUSE OF CAFFEINE, J-12, BESIDES  FACE AND FIGURE GYM, WHC ROAD, LAXMI  NAGAR, NAGPUR, Nagpur urban, Nagpur-1,  Maharashtra-440022",False,0
Bhavya Pan Shop,Snacks,NA,400,Gittikhadan,Sadar,"Akar Builder, Opposite NADT Gate, Pagal Khana Square, Nagpur",True,0
Vinayak saoji bhojnalay,"North Indian,Indian,Thalis",NA,500,Sadar,Sadar,1447/A/114A Bangladesh Naik talav police station Mata mandir nagpur,False,0
Joy Cafe,"Cafe,Beverages,Fast Food,Snacks",NA,300,Nandanvan,Nandanvan,"SHOP NO.3 JEEVANDEEP CO OP. HOS.SOC. LAKADGANJ NAGPUR 440008, Zone No.8- Lakadganj , Nagpur (Urban), Nagpur, Maharashtra - 440008",False,0
Amrut,"Indian,South Indian,Chinese",4.2,300,Jaripatka,Sadar,SHOP NO 468 MANIN BAZAR ROAD NEXT TO SHANKAR ANAJ BHANDAR JARIPATKA NAGPUR 440014,False,0
SHAKES ME,Beverages,NA,150,Bajaj Nagar,Bajaj Nagar,"NESCAFE HOUSE OF CAFFEINE, J-12, BESIDES  FACE AND FIGURE GYM, WHC ROAD, LAXMI  NAGAR, NAGPUR, Nagpur urban, Nagpur-1,  Maharashtra-440022",False,0
Villa 167,"Beverages,Chinese,Desserts,Indian,Italian",3.9,200,Bajaj Nagar,Dharampeth,"PLOT NO 167 BEHIND TANJORE ABHYANKAR NAGAR NAGPUR , District - Nagpur-1, Maharashtra-440010",False,0
Shruti Food Express,"Fast Food,Pizzas,Burgers,Beverages,Chaat,Street Food",4.2,300,Pratap Nagar,Pratap Nagar,"In front of Shruti Veg, Surendranagar Road, West High Court Road, Surendra Nagar, Vivekanand Nagar, Nagpur",True,0
Maher Maa Ki Rasoi,North Indian,4.4,200,Rameshwari,Ayodhya Nagar,"Krushna Kamal Apartments, Chota Tajbaug Square, Ayodhya Nagar, Nagpur",True,0
GRILLIFY,"Beverages,Biryani,Snacks,North Indian,Chinese",3.5,200,Laxminagar,"Besides Burger Singh, ShraddhanandPeth","F C 02, 3 ROAD FLOOR, VR MALL, MEDICAL  SQUARE, NAGPUR, Zone no.5- Hanumannagar, Nagpur urban, Nagpur-1,  Maharashtra-440012",False,0
Top N Town,"Ice Cream,Desserts",4.4,100,Sadar,Jaripatka,"130, Kamal Phool Chowk, Jaripatka, Nagpur",False,0
Best Bakers,"Beverages,Chinese,Italian,Pizzas",NA,200,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO. 115 SHOP NO. 4 JAWAHAR NAGAR, District - Nagpur-1, STATE - Maharashtra",True,0
Chai sutta cafe,Beverages,NA,300,Nandanvan,Nandanvan,"183 OPP KIRTI APARTMENT NO 1 NANDANWAN MAIN ROAD NAGPUR, Nagpur urban, Nagpur-1 (Maharashtra), - 440009",True,0
I Love Momo,"Snacks,Tibetan,Chinese,Street Food",4.0,200,Pratap nagar,Opp. Prasadham Restaurant,"Plot no.10, Gittikhadan Layout, Kotwal Nagar, Pratap Nagar, Nagpur",False,0
Two Joes,"Indian,Oriental,Mexican,Tandoor,Italian,Arabian",4.2,600,Bajaj Nagar,Bajaj Nagar,"81, Abhyankar Nagar, Nagpur, Maharashtra 440010, India",False,0
CRAVING KITCHEN,"Fast Food,Snacks",NA,200,Laxminagar,"SHRADDHANAND PETH SQUARE
",PLOT NO 1 AMBAZARI ROAD SHARDHANANDPETH NAGPUR,False,0
Cake Bake Rameshwari,"Desserts,Bakery",NA,300,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO-06,NEAR PRAVIN MEDICAL MEDICAL STORE , DR BABASAHAB AMBEDKAR PUTALA RAMESHWARI NAGAR, Nagar urban , Nagpur -1 (Maharashtra ),- 440027",True,0
CAKE ONN PLACE,Bakery,NA,500,Ayodhya Nagar,Ayodhya Nagar,1861/2 GANGULI LAYOUT COSMO SOCIETY BELTARODI ROAD NAGPUR ZONE NO 3 NEHARUNAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,0
Delhi-6,"Fast Food,Chinese,Snacks,Beverages",NA,200,Nandanvan,Nandanvan,"PLOT NO 227, KIRTI CO- OPERATIVE HOUSING SOCIETY , NANDANVAN , NAGPUR , Zone no.5-Hanumannagar , Nagpur (Urban) , Nagpur , Maharashtra-440009",False,0
CHATAR PATAR BOX,"Chinese,American",NA,200,Nandanvan,Nandanvan,"KIRTI COMPLEX NO.7 , 131 NANDANWAN LAYOUT , NAGPUR -440009,MAHARASHTRA , INDIA Zone no.3 - neharunagar , Nagpur urban , Nagpur -1 Maharashtra - 440009",True,0
Boards and Brews Cafe,"Italian,North Indian,Continental",NA,200,Dharampeth,Dharampeth,"Ruchira Villa ,Amaravati Road bharat Nagar, Nagpur (Urban), Nagpur, Maharashtra-440033",False,0
KASTURI MASTANI HOUSE,Beverages,NA,200,Nandanvan,Nandanvan,PLOT NO 225 SHOP NO 03 LAXMI COMPLEX NANDANVAN ZONE NO 3 NEHARUNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
HADDIWALE.COM,Indian,NA,200,Dharampeth,Dharampeth, Pratik Shrivastava S/o of Rajendra Shrivastava  Plot No 216 1st Floor Gandhi Nagar Near Skating Ground Lokmanya Convent School Nagpur ,False,0
Thambii By Juhi's Kitchen,"South Indian,Beverages,Desserts",4.0,150,Bajaj Nagar,"Madhav Nagar, Thambii By Juhi's Kitchen","Plot no. 2/a/2, Kala Kunj, Near JP Chamber, dongre layout, madhav nagar, nagpur",True,0
Khichdi king,"Indian,Healthy Food",4.4,200,Dharampeth,Dharampeth,"553/E/3, Laxminagar, Nagpur, Maharashtra 440020, India",True,0
Food Southee,Indian,3.1,200,Laxminagar,laxmi nagar,"E/553,Near Korona House Laxminagar Besides jain mandir nagpur 440022",False,0
Melting World,"Fast Food,Chinese,Pizzas,Snacks",4.0,300,Ayodhya Nagar,Ayodhya Nagar,"MT. MANDANKINI BHASKARRAO JIVANKAR, KHANKHOJE NAGAR, MANEWADA ROAD, NAGPUR, Zone no.5- Hanumannagar, Nagpur urban, Nagpur-1, Maharashtra - 440027",False,0
Singh's and Ching's,"North Indian,Indian,Thalis,Combo,Tandoor,Kebabs,Chinese,Fast Food,Snacks,Beverages",3.7,200,Gokulpeth,Dharampeth,"HOUSE NO 1367/85 UJJWAL CO OPERATIVE HOUSING SOCIETY, BAJI PRABHU NAGAR, RAM NAGAR, NAGPUR 440010, District - Nagpur-1, STATE - Maharashtra",False,0
Juhi's Kitchen,"North Indian,Tandoor,Biryani,Chinese",3.9,400,Bajaj Nagar,"Madhav Nagar, Juhi's Kitchen","2/A, Kalakunj, Madhav Nagar, 2/A, Kalakunj, Madhav Nagar, South Ambazari Road,Nagpur, Nagpur",False,0
Euphoria Restaurant,"North Indian,Chinese,Indian",NA,250,Nandanvan,Nandanvan,"Plot 1, Shop 4, Keshav Inclave, Gurudev Nagar, Nandanvan, Nagpur",True,0
TEMPTATION CAFE,"Beverages,Italian-American,Fast Food,Snacks,Waffle,Ice Cream",NA,250,Nandanvan,Nandanvan,"491, NEHARU NAGAR CORNER, NAGPUR, ZONE NO.3- NEHRUNAGAR, NAGPUR URBAN, NAGPUR-1, MAHARASHTRA- 440009",False,0
Wraps N Rolls,"Chinese,Indian,Fast Food,Snacks,Street Food,Beverages",3.9,200,Gokulpeth,Dharampeth,"H. NO,1367/85  UJJWAL  CO-OP  HOUSING  SOCIETY  BAJI  PRABHU  NAGAR  RAM  NAGAR  ,NAGPUR, - 440010",False,0
Yakhani Biryani,Biryani,4.0,200,Bajaj Nagar,Bajaj Nagar,"Shri Ganesh Vighnaharta Apartments, 107, S Ambazari Rd, Opp.Domino's, Mate Square, Laxminagar, Nagpur, Maharashtra 440010, India",False,0
Cad M Cad B,Beverages,NA,200,Dharampeth,Dharampeth,"FUTALA LAKE BESIDE OF ZERO DIGREE BEAR SHOP, Zone no.2 - Dharampeth, Nagpur urban, Nagpur-1, Maharashtra - 440033",False,0
House of Caffeine,"Beverages,Fast Food,Chinese,Italian,American,Snacks",NA,150,"WHC Road, Laxmi Nagar",Bajaj Nagar,"NESCAFE HOUSE OF CAFFEINE, J-12, BESIDES FACE AND FIGURE GYM, WHC ROAD, LAXMI NAGAR, NAGPUR, Nagpur urban, Nagpur-1, Maharashtra-440022",False,0
Maa Ki Rasoi,"Indian,Desserts",3.7,300,Dharampeth,Dharampeth," 160, Abhyankar  nagar, near volley ball ground, Nagpur - 440010",True,0
Nosh a relation of sandwich's,"Beverages,Fast Food,Ice Cream,Snacks",NA,299,Jaripatka,Jaripatka,"160 OPP AHUJA NIWAS MAIN ROAD JARIPATKA NAGPUR NAGPUR 440014, Zone no.6-Gandhibag, Nagpur (Urban), Nagpur, Maharashtra, 440014",True,0
ARTS FOODS,"Chinese,Snacks,Beverages",NA,250,Bajaj Nagar,Bajaj Nagar,"NESCAFE HOUSE OF CAFFEINE, J-12, BESIDES  FACE AND FIGURE GYM, WHC ROAD, LAXMI  NAGAR, NAGPUR, Nagpur urban, Nagpur-1,  Maharashtra-440022",False,0
THE SQUARE ONE CAFE,"American,Beverages,Desserts,Snacks",NA,150,Bajaj Nagar,Bajaj Nagar,"SHOP NO .-G-1, PLOT NO. 5, WARD NO .75, POOJA ARCADE APARTMENT , ABHYANKAR NAGAR.440010",False,0
Kadak Amrut Chaha`,"Beverages,Chinese,Fast Food",NA,200,Nandanvan,Nandanvan,"HOP NO.8 PLOT NO.6 CHHOTA TAJBAGH,RAGHUJI NAGAR , NAGPUR , Nagpur urban, Nagpur-1 (Maharashtra),-440024",False,0
KAC Momos Cafe,"Chinese,Beverages,Pizzas,Snacks,Fast Food",NA,200,Nandanvan,Nandanvan,"HOP NO.8 PLOT NO.6 CHHOTA TAJBAGH,RAGHUJI NAGAR , NAGPUR , Nagpur urban, Nagpur-1 (Maharashtra),-440024",False,0
Chai Shai Bar,"Beverages,Italian,Fast Food",NA,200,Bajaj Nagar,Bajaj Nagar,"PLOT NO-286, VANITA APARTMENT, W H C  ROAD, LAXMI NAGAR, Zone no.1 - Laxminagar, Nagpur (Urban), Nagpur,  Maharashtra - 440010",False,0
SHRADDHA'S DINE,"Indian,North Indian",NA,200,Laxminagar,Dharampeth,"PLOT  NO  251/A/1,  SARASWATI  VINAYAK  APARTMENT,  WHC  ROAD  LAXMINAGAR NAGPUR - 440010",False,0
BETTER BITES,Fast Food,NA,250,Ayodhya Nagar,Ayodhya Nagar,PLOT NO 50 KHANKHOJE NAGAR MANEWADA ROAD NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN  NAGPUR 1 MAHARASHTRA 440024,True,0
Gayatri Restaurant,"Indian,Fast Food",NA,150,Wardha Road,Wardha Road,"Plot No.53 K, Wardha Road, Near Sai Mandir, Vikas Nagar, Nagpur-440015",False,0
7 ML COFFEE,Beverages,NA,300,Dharampeth,Dharampeth,S D J SHOP NO G 6 PLOT NO 8 JAISHREE COMPLEX NORTH AMBAZARI ROAD DAGA LAYOUT NAGPUR ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440010,True,0
Drunken Monkey,"Healthy Food,Beverages,Juices,Desserts",4.1,300,Laxminagar,Bajaj Nagar,UFG 04 Shree Ganeshvignaharta Apartment Mate Chowk Nagpur 440010,False,0
Baskin Robbins,"Desserts,Ice Cream",4.5,250,Laxminagar,Bajaj Nagar,"baskin-robbins near 8 Rasta Chowk, Laxminagar, Nagpur, Maharashtra, India",True,0
Cake N Place,Bakery,NA,300,Bajaj Nagar,Bajaj Nagar,"Plot no. 252, Abyankar Nagar, Nagpur 440010",False,0
Bula's Kitchen,"North Indian,Chinese,Mughlai,Bengali,Tandoor,Indian,Fast Food,Snacks,Biryani,Seafood",4.1,350,Khamla,Khamla Square,"Khamla Square, Near Arun Automobiles, Pratap Nagar, Nagpur",False,0
Flavours,"Indian,Chinese,North Indian,Mughlai,Beverages,Desserts,South Indian,Ice Cream",4.1,400,Vivekanand Nagar,Vivekanand Nagar,"Ring Road, Central Excise Colony, Chhatrapati Square, Vivekanand Nagar, Nagpur",False,0
UNLTD PizzaZ,"Pizzas,Continental,Snacks,Combo",NA,350,North Ambazari Road,NIT Complex North Ambazari Road,"UNLtd PizzaZ, Shop No 4, NIT SANKUL, Opp NIT Swimming Pool, North Ambazari Road, Nagpur. 440033",False,0
Anaya Bakery,"Bakery,Fast Food,Chinese,Pizzas,South Indian",4.0,200,Teka Naka,Jaripatka,"Plot 17, Teka Naka, Kamatee Road, Jaripatka, Nagpur",False,0
Froozo Cafe,"Cafe,Fast Food,Italian,Waffle,Snacks",NA,399,Nandanvan,Nandanvan,"491, first floor, Nehru Nagar corner,  Nandanvan main road near Himalaya bar,  Nagpur 440009, Zone no.10-Mangalwari,  Nagpur (Urban), Nagpur, Maharashtra -  440009",True,0
The Paratha Shopee - Jaripatka,North Indian,4.0,300,Jaripatka,Jaripatka,plot no 19 indira Gandhi colony jaripatka Nagpur,False,0
Family Foods,"Maharashtrian,Indian,Sweets",3.8,300,Vivekanand Nagar,"W High Court Road, Surendra Nagar","Plot Number 37, Devashish Apartment, W High Court Road, Surendra Nagar, Vivekanand Nagar, Nagpur",True,0
DELHI WALE DAHI BHALLE & CHAT,Chaat,NA,100,Manish Nagar,Manish Nagar,KHANKHOJE NAGAR CEMENT ROAD MANEWADA ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
MAD ABOUT MOMOS,"North Indian,Chinese",NA,399,Dharampeth,Dharampeth,"PLOT NO 091 BAJIPRABHU NAGAR RAM  NAGAR , Zone no.2 -Dharampeth, Nagpur  urban, Nagpur-1, Maharashtra - 440010",False,0
HUNGRY MOMOS,Chinese,NA,399,Dharampeth,Dharampeth,"PLOT NO 091 BAJIPRABHU NAGAR RAM  NAGAR , Zone no.2 -Dharampeth, Nagpur  urban, Nagpur-1, Maharashtra - 440010",False,0
The chai bike,"Beverages,Pizzas,Snacks",NA,250,Nandanvan,Nandanvan,"NEAR BHOUD VIHAR OLD  BHAGADGANJ, Nagpur (Urban),  Nagpur, , Maharashtra, 440008",True,0
MOMOS WORD AND LITTLE CAFE,Chinese,NA,249,Dharampeth,Dharampeth,25 NEAR NELCO SOCIETY GAJANAN NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440022,False,0
T Leaf Studio,Beverages,NA,300,Nandanvan,Nandanvan,"Shop no.1, Plot no.222, Near Balaji Kirana, Opp Icici Bank, Nandavan Main Road, Zone no.3-Neharunagar, Nagpur urban, Nagpur-1, Maharashtra",False,0
PIZZA ADDA,Pizzas,NA,249,Dharampeth,Dharampeth,25 NEAR NELCO SOCIETY GAJANAN NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440022,False,0
C-triangle,Bakery,NA,199,"Ashok Nagar, Panchpaoli","Ashok Nagar, Panchpaoli","9B, near Ashok bakery, Ashok Nagar, Balabhaupeth, Nagpur, Maharashtra 440017, India",True,0
Ramji Shamji Pohewale,"Fast Food,Street Food,Snacks",4.2,100,Wardha road,Wardha Road,NH44 Sindhi Khamla New Sneh Nagar Nagpur,True,0
Chinese Only,"Chinese,Snacks,Pizzas",2.9,150,Ayodhya Nagar,MAHALAXMI NAGAR,2nd floar of scorpion gym mahalaxmi nagar no.2.  3rd lane  backside of bakde sabhagrih manewada road nagpur 440027,False,0
Maharashtrian Zaika,"Indian,North Indian,Snacks",NA,100,Sadar ,Kamptee,"1563/9,VAISHALI NAGAR,BEHIND NIT SWIMMING POOL,NAGPUR",True,0
Piyush Maratha Saoji,"Indian,Chinese",3.0,200,Wardha Road,Vivekanand Nagar,"Chatrapati Sqaure, Wardha Road, Opposite Sai Mandir, Vivekanand Nagar, Nagpur",False,0
Royal dakshin,South Indian,NA,200,Bajaj Nagar,Bajaj Nagar,"553/E/3, Laxminagar, Nagpur, Maharashtra 440020, India",False,0
CHICAGO BITES,"American,Fast Food",NA,150,Pratap Nagar,Pratap Nagar,PLOT NO 1 R P T S ROAD NEAR JERRYL LAWN LAXMI NAGAR ZONE NO 1 LAXMINAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
Dakshin Anandam,"South Indian,Snacks,Indian",NA,150,Bajaj Nagar,Bajaj Nagar,"553/6/29 NEAR WATER TANK LAXMI  NAGAR NAGPUR, Zone no.2 -Dharampeth,  Nagpur (Urban), Nagpur, Maharashtra -  440022",False,0
"Hotel Taj - Teka, Asi Nagar","Biryani,Mughlai,North Indian",3.9,300,Indora Chowk,Gandhibagh,"Hotel Taj, Aashi Nagar Chowk, Nagpur",False,0
Dawat Biryani,"Biryani,North Indian",3.5,200,Suyog Nagar,Dharampeth,"45, Shyam Bear Bar, Dwarkapuri, Rameshwari, Nagpur",False,0
Curry House,"Biryani,North Indian,Chinese,Combo",4.1,350,Laxminagar,Pratap Nagar,"Shop No UG-13, Ganesh Vighnaharta Apartment, RPTS Road, Pratap Nagar, Nagpur",False,0
Cake Day,"Bakery,Desserts",4.3,300,Ayodhya Nagar,Ayodhya Nagar,"Plot Number 12, Parwati Nagar, Rameshwari Road,Ayodhya Nagar,Nagpur",True,0
THE NAGPUR VINTAGE,"North Indian,Chinese",NA,400,Nandanvan,Nandanvan,"55, GURUDEV NAGAR, ZONE NO. 5, HANUMAN NAGAR, NAGPUR URBAN, NAGPUR- 1, MAHARASHTRA- 440024",False,0
